month,created_issues,closed_issues,Epic,complexity: high,complexity: moderate,complexity: simple,dependencies,domain: ARC,domain: administration,domain: api,domain: architecture,domain: auth,domain: buffers,domain: ci,domain: cli,domain: codecs,domain: compression,domain: config,domain: core,domain: data model,domain: delivery,domain: deployment,domain: deps,domain: dev,domain: durability,domain: enriching,domain: enrichment_tables,domain: enterprise,domain: external docs,domain: filtering,domain: healthchecks,domain: internal docs,domain: log_namespace,domain: logs,domain: memory,domain: metrics,domain: networking,domain: observability,domain: opentelemetry,domain: parsing,domain: performance,domain: platforms,domain: privacy,domain: processing,domain: releasing,domain: reliability,domain: reload,domain: rfc,domain: schemas,domain: security,domain: setup,domain: shutdown,domain: sinks,domain: soak tests,domain: sources,domain: startup,domain: templating,domain: tests,domain: topology,domain: traces,domain: transforms,domain: unit tests,domain: validation,domain: vdev,domain: vrl,domain: website,enrichment_table: csv,enrichment_table: geoip,good first issue,hacktoberfest,have: must,have: nice,have: should,meta: awaiting author,meta: blocked,meta: breaking change,meta: confirmed,meta: feedback,meta: idea,meta: regression,needs: approval,needs: docs,needs: investigation,needs: more demand,needs: more info,needs: outside help,needs: requirements,needs: rfc,needs: tests,platform: amazon-linux,platform: apt,platform: arm,platform: arm64,platform: centos,platform: debian,platform: docker,platform: dpkg,platform: freebsd,platform: helm,platform: heroku,platform: homebrew,platform: kubernetes,platform: macos,platform: nix,platform: nixos,platform: raspbian,platform: rhel,platform: rpm,platform: ubuntu,platform: windows,platform: x86_64,provider: aws,provider: azure,provider: datadog,provider: elastic,provider: gcp,provider: grafana,provider: heroku,provider: honeycomb,provider: humio,provider: influxdata,provider: new relic,provider: papertrail,provider: sematext,provider: splunk,sink: amqp,sink: appsignal,sink: aws_cloudwatch_logs,sink: aws_cloudwatch_metrics,sink: aws_kinesis_firehose,sink: aws_kinesis_streams,sink: aws_s3,sink: aws_sqs,sink: axiom,sink: azure_blob,sink: azure_monitor_logs,sink: blackhole,sink: clickhouse,sink: console,sink: databend,sink: datadog_archives,sink: datadog_events,sink: datadog_logs,sink: datadog_metrics,sink: datadog_traces,sink: elasticsearch,sink: file,sink: gcp_chronicle,sink: gcp_cloud_storage,sink: gcp_pubsub,sink: gcp_stackdriver_logs,sink: gcp_stackdriver_metrics,sink: honeycomb,sink: http,sink: humio_logs,sink: humio_metrics,sink: influxdb_logs,sink: influxdb_metrics,sink: kafka,sink: loki,sink: mqtt,sink: nats,sink: new,sink: new_relic,sink: new_relic_logs,sink: opentelemetry,sink: papertrail,sink: postgres,sink: prometheus_exporter,sink: prometheus_remote_write,sink: pulsar,sink: redis,sink: sematext_logs,sink: sematext_metrics,sink: socket,sink: splunk_hec,sink: statsd,sink: vector,sink: webhdfs,sink: websocket,source: amqp,source: apache_metrics,source: aws_ecs_metrics,source: aws_kinesis_firehose,source: aws_s3,source: aws_sqs,source: datadog_agent,source: datadog_logs,source: demo_logs,source: dnstap,source: docker_logs,source: exec,source: file,source: fluent,source: gcp_pubsub,source: heroku_logs,source: host_metrics,source: http_client,source: http_server,source: internal_logs,source: internal_metrics,source: journald,source: kafka,source: kubernetes_logs,source: logstash,source: mongodb_metrics,source: mqtt,source: nats,source: new,source: nginx_metrics,source: opentelemetry,source: postgresql_metrics,source: prometheus_pushgateway,source: prometheus_remote_write,source: prometheus_scrape,source: pulsar,source: redis,source: socket,source: splunk_hec,source: statsd,source: stdin,source: syslog,source: vector,source: websocket,source: windows_event_log,transform: aggregate,transform: aws_ec2_metadata,transform: dedupe,transform: exclusive_route,transform: filter,transform: log_to_metric,transform: lua,transform: metric_to_log,transform: new,transform: pipelines,transform: reduce,transform: remap,transform: route,transform: sample,transform: tag_cardinality_limit,transform: throttle,type: announcement,type: bug,type: enhancement,type: feature,type: help,type: task,type: tech debt,vrl: compiler,vrl: diagnostic,vrl: parser,vrl: playground,vrl: repl,vrl: stdlib,vrl: syntax,vrl: typedef,website: blog,website: css,website: highlights,website: javascript,website: search,website: template,website:aesthetics-only,Bug,Feature,Task
2021-05,411,147,3,0,0,0,0,0,1,0,0,0,18,4,1,6,0,5,0,20,0,0,0,2,0,0,0,0,12,0,0,3,0,1,0,8,5,8,0,2,4,0,0,0,0,1,0,0,2,2,5,0,9,0,9,0,0,9,0,0,1,2,0,0,10,0,0,0,4,0,1,0,4,0,2,0,0,1,0,0,2,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,0,0,0,1,1,1,0,0,0,6,5,0,3,1,0,1,0,0,0,0,2,1,1,0,2,2,1,0,1,2,0,1,0,1,0,2,2,1,0,1,1,1,2,0,8,0,0,0,0,1,2,3,0,1,0,0,0,3,1,3,3,0,1,3,0,2,0,4,2,5,8,1,0,0,0,3,0,0,0,0,2,0,0,0,1,3,0,0,1,11,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,55,101,18,0,35,4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,7
2021-06,324,326,7,0,0,0,0,0,0,1,0,0,2,17,0,3,0,11,0,6,0,0,2,9,0,0,0,0,24,0,0,0,0,1,0,13,1,6,0,4,16,0,0,1,4,4,0,0,1,1,5,0,6,0,4,0,1,14,0,0,1,6,0,0,29,0,0,0,2,0,5,0,7,0,0,0,0,1,1,0,4,0,0,2,0,0,2,1,0,0,1,0,0,0,0,2,0,0,5,0,0,25,2,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,2,6,2,0,0,0,0,1,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,14,0,0,0,3,0,0,0,2,2,3,16,0,0,0,0,1,0,0,0,0,5,4,0,0,1,2,0,0,1,2,0,0,0,1,0,0,0,1,1,0,0,1,0,4,1,2,0,0,2,102,72,19,1,43,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,20
2021-07,361,270,37,0,0,0,0,0,1,0,0,0,4,8,0,1,0,10,0,1,0,0,0,1,0,4,0,0,22,0,0,3,0,1,0,7,2,10,0,2,9,0,0,2,4,1,0,0,0,1,5,0,6,0,6,0,1,7,0,0,3,3,0,0,43,0,0,0,0,0,1,1,5,0,0,0,0,1,3,0,11,1,0,3,0,0,3,0,0,0,0,0,0,0,0,1,0,0,15,0,0,22,0,0,0,0,0,0,0,0,0,5,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,4,1,0,4,0,0,0,0,3,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,5,0,0,0,0,0,3,4,0,0,4,1,2,1,0,8,1,0,0,4,0,0,3,4,7,1,9,0,0,0,0,4,0,0,0,0,1,0,0,0,2,1,0,0,3,2,0,0,0,1,0,0,0,1,1,0,0,0,0,6,0,0,0,0,0,88,81,27,1,32,3,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,9,0,10
2021-08,297,239,6,0,0,0,0,0,2,1,1,0,9,2,0,5,0,9,0,1,0,0,0,0,0,4,0,0,35,0,0,4,0,0,0,3,4,11,0,0,6,1,0,0,1,4,0,0,0,0,3,1,5,0,2,0,0,3,3,0,2,0,0,0,25,0,0,0,2,0,0,1,2,0,2,0,0,0,1,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,19,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,1,0,0,0,0,1,1,0,4,3,0,0,1,0,0,1,4,0,1,9,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,2,0,0,1,3,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,98,55,12,0,47,4,1,1,0,0,0,2,0,0,0,10,0,1,1,10,3,14,0,7
2021-09,424,350,7,0,0,0,0,0,1,2,1,0,2,4,1,11,0,13,0,4,0,0,2,0,0,1,0,0,33,0,0,2,0,1,0,4,1,50,0,0,12,0,0,0,3,0,2,0,0,1,1,1,10,0,4,0,0,4,2,0,2,4,0,0,26,0,0,0,3,0,0,0,2,0,0,0,0,0,4,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,1,1,0,0,1,2,2,1,1,2,1,0,0,5,2,2,2,8,3,0,1,4,2,5,2,0,0,3,7,2,0,5,2,0,2,5,4,0,4,3,6,5,4,4,3,9,0,1,0,0,4,0,3,0,4,3,2,1,4,2,3,7,2,2,0,0,0,1,1,2,2,0,4,1,1,1,1,1,4,1,0,1,3,0,1,1,1,2,3,3,1,1,0,1,0,1,0,1,0,1,4,0,0,4,4,1,1,2,1,0,0,0,2,1,0,2,3,1,1,0,0,1,2,4,1,2,0,0,86,119,23,0,35,5,0,1,0,0,0,2,0,0,0,0,0,0,0,19,3,12,0,8
2021-10,437,221,7,0,0,0,0,0,0,1,1,0,6,0,8,18,0,10,0,0,0,0,3,0,0,2,0,0,18,1,4,2,0,0,0,4,4,26,0,0,40,0,0,5,0,0,2,0,0,0,2,1,36,0,9,0,0,2,2,0,3,4,0,0,16,0,0,0,4,0,1,1,2,0,0,0,0,1,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,1,0,0,0,0,0,3,0,0,1,0,2,1,3,0,0,1,0,1,0,1,0,0,2,7,2,0,3,2,0,1,0,0,0,0,3,0,0,0,0,1,12,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,10,1,6,0,0,0,2,0,1,2,0,1,2,0,0,1,2,2,1,0,2,0,0,2,1,0,1,1,3,1,0,0,1,0,0,0,0,0,0,2,0,0,0,7,0,0,1,4,0,0,0,2,0,0,0,1,0,0,0,2,1,2,1,0,0,0,0,69,126,17,0,36,5,1,0,0,0,0,0,0,0,0,0,0,0,1,7,2,8,0,10
2021-11,337,224,6,0,0,0,0,0,1,1,0,0,13,7,0,8,0,14,0,1,0,0,1,0,0,2,0,0,8,0,0,2,0,2,0,3,0,30,0,0,30,0,0,3,1,0,0,0,0,2,0,0,10,0,5,0,0,1,1,0,1,3,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,4,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,4,1,0,1,0,0,0,0,1,1,0,0,1,2,6,0,0,0,0,0,0,0,0,3,3,0,1,0,1,0,1,3,5,0,0,0,0,2,2,3,0,4,0,0,1,2,2,4,1,0,0,1,0,1,1,2,2,5,6,0,1,0,1,1,1,0,1,0,2,2,0,0,1,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,17,0,3,0,0,0,0,0,66,100,18,0,38,4,0,0,0,0,0,1,0,0,2,0,0,0,3,5,1,8,0,13
2021-12,303,145,2,0,0,0,0,0,0,2,0,0,21,15,0,7,1,11,0,3,1,0,2,0,0,0,0,0,4,1,4,1,0,0,0,2,1,3,0,0,36,2,0,0,2,2,2,0,0,0,1,1,13,0,5,0,0,4,3,0,5,1,0,0,9,0,0,0,1,0,0,0,1,0,0,0,0,0,10,1,16,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,1,0,3,8,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,3,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,4,0,1,0,0,2,2,0,0,1,2,2,0,0,0,1,0,0,0,0,2,1,0,0,1,3,1,0,2,2,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,43,64,13,1,34,1,0,0,0,0,0,3,0,0,0,2,1,0,0,1,2,3,0,27
2022-01,254,211,3,0,0,0,0,0,0,5,0,0,16,4,5,4,0,5,5,0,1,0,4,1,0,0,0,0,7,0,1,1,0,0,0,0,2,10,0,0,13,2,0,3,3,2,2,0,0,3,3,1,4,0,10,0,0,2,9,0,11,5,0,0,19,0,0,0,2,0,1,2,2,0,0,0,1,0,4,5,5,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,2,5,0,1,0,0,0,0,0,0,3,2,1,0,0,0,0,1,0,4,0,0,0,0,1,0,1,3,1,0,0,1,1,1,3,0,0,0,0,0,0,0,2,0,5,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,1,5,0,0,0,2,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,61,55,16,0,39,5,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,10,2,12
2022-02,258,269,6,0,0,0,0,0,0,9,0,0,5,4,2,11,0,8,7,2,0,0,2,0,1,0,0,0,7,0,0,1,0,1,0,0,0,38,0,0,5,0,0,0,3,2,0,2,2,1,2,1,7,0,7,0,0,1,5,0,2,2,0,0,23,0,0,0,0,0,2,0,2,0,0,0,0,0,0,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,4,3,4,3,3,1,0,0,0,1,2,0,0,2,1,0,0,0,2,1,0,0,0,0,1,0,2,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,2,3,1,1,1,1,1,2,0,2,3,0,1,3,0,1,3,3,3,3,5,1,2,0,1,0,2,0,2,0,2,3,0,0,8,4,3,2,1,2,0,0,0,1,1,0,3,5,1,1,0,0,1,1,4,1,1,1,0,84,51,11,0,14,10,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,10,0,5
2022-03,256,190,3,0,0,0,0,0,1,4,0,0,3,3,1,6,0,7,5,2,1,0,0,2,0,1,2,0,9,0,0,1,0,0,0,1,0,17,0,0,16,0,0,0,3,0,2,0,0,1,0,0,11,0,8,0,0,5,4,1,3,3,0,0,25,0,0,0,2,0,0,0,2,0,0,0,0,0,3,5,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,2,0,0,0,0,2,1,0,0,2,2,0,2,0,0,0,1,2,0,0,0,0,3,4,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,1,0,0,0,1,1,3,1,0,0,0,0,0,0,1,2,3,2,1,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,5,0,0,0,0,2,1,0,1,0,0,0,0,8,2,1,2,1,0,3,0,58,26,52,0,13,8,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,8,0,1
2022-04,329,257,9,0,0,0,0,0,0,0,0,3,5,8,5,17,0,30,0,0,1,0,3,2,1,0,0,0,14,0,0,0,0,1,0,1,1,5,0,0,24,0,0,0,0,1,2,0,3,1,3,0,4,1,5,0,0,5,3,1,0,3,0,0,21,0,0,0,1,0,0,2,3,0,0,0,0,1,1,32,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,30,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,5,2,5,2,6,1,0,0,0,0,4,0,0,0,1,3,6,0,4,2,0,2,0,1,3,0,2,0,0,0,0,0,5,0,4,0,0,2,0,0,0,1,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,3,1,2,1,1,0,0,1,1,0,0,0,0,0,3,3,0,3,5,10,0,0,0,2,0,0,0,0,0,1,2,0,1,4,0,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4,0,0,0,0,96,21,37,1,8,5,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,2
2022-05,217,253,2,0,0,0,0,0,0,0,1,0,3,4,1,9,0,15,0,1,0,2,0,2,0,1,0,0,5,0,1,0,0,1,0,2,4,14,0,0,8,2,0,0,2,0,0,0,2,1,0,1,14,1,7,0,1,5,0,1,1,2,0,0,38,0,0,0,10,0,0,2,6,0,1,0,0,2,1,4,3,0,0,0,0,0,1,2,0,0,0,1,0,0,1,3,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,4,1,0,1,0,1,0,1,0,0,0,2,4,0,1,4,0,5,4,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,1,0,1,1,1,2,0,1,1,2,1,2,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,11,0,0,0,0,3,1,0,0,8,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,3,0,0,0,1,3,0,0,4,0,0,0,0,0,0,0,73,21,35,1,5,10,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,2,1
2022-06,309,344,5,0,0,0,0,1,0,1,0,0,13,6,1,3,0,22,0,4,16,0,1,7,0,2,0,0,13,0,0,0,0,2,0,11,1,12,0,1,10,2,0,2,3,8,5,0,0,1,1,0,11,1,5,0,0,5,0,2,2,1,0,0,55,0,0,0,2,0,3,1,4,0,0,0,0,0,3,9,8,2,0,1,0,0,1,1,0,1,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,3,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,8,0,0,0,0,1,2,2,0,1,1,4,4,3,5,0,0,5,0,0,0,0,0,0,0,1,0,2,2,0,3,0,1,0,0,5,0,8,4,5,0,0,0,5,2,5,3,0,1,0,0,2,0,0,1,4,0,0,1,1,0,5,1,2,0,3,0,0,2,4,4,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,0,0,2,0,0,0,1,4,0,0,0,0,0,1,1,3,0,0,111,39,22,1,3,13,6,4,1,0,0,8,0,12,0,0,0,0,0,2,0,23,15,0
2022-07,240,215,6,0,0,0,1,0,0,0,0,0,8,2,0,9,0,11,3,0,5,0,5,0,0,1,0,0,6,0,1,2,0,1,0,4,2,10,0,1,5,1,0,0,1,0,3,0,1,1,0,1,9,0,6,0,1,0,1,2,2,4,0,0,33,0,0,0,3,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,2,0,0,0,0,0,2,0,4,1,0,1,0,0,0,0,6,0,0,0,0,1,0,0,1,0,0,0,1,3,0,2,0,2,2,0,0,3,1,3,2,0,2,0,0,0,0,0,1,0,0,0,1,0,0,4,1,1,0,4,0,1,0,3,0,4,2,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,4,0,84,26,30,0,2,14,3,0,0,0,0,8,0,28,0,0,0,0,0,1,0,13,20,2
2022-08,283,915,14,0,0,0,0,1,3,3,0,0,3,19,1,7,0,25,0,9,0,0,3,1,0,7,0,0,44,2,0,4,0,13,0,14,10,58,0,0,16,1,2,11,11,3,2,0,0,12,9,0,29,0,27,0,3,37,3,2,10,2,0,0,15,0,0,0,2,0,6,13,30,0,9,0,0,8,18,6,55,0,0,4,0,0,15,1,0,1,0,0,0,0,1,4,1,0,0,0,0,2,1,0,0,0,0,2,0,0,0,8,0,4,1,1,0,0,0,0,0,4,0,0,1,0,0,6,2,2,2,9,1,0,0,0,1,3,2,0,1,1,2,8,1,3,2,0,1,0,0,1,1,0,0,0,0,1,4,1,0,2,1,5,2,1,1,0,3,2,3,0,0,1,5,3,1,3,0,1,0,2,2,3,2,1,4,0,1,0,4,1,17,0,1,1,3,2,2,3,8,3,3,2,1,2,0,1,3,1,8,0,0,0,3,0,0,5,1,0,1,3,1,0,0,1,0,0,0,1,6,1,0,1,0,1,5,3,0,0,0,0,103,60,51,6,63,26,3,0,0,0,0,10,0,2,0,0,0,0,0,0,0,14,16,0
2022-09,242,229,2,0,0,0,0,0,0,1,0,1,8,0,2,4,0,5,0,2,0,0,0,2,0,0,0,3,16,0,0,0,0,6,0,1,1,54,0,0,2,0,0,0,0,3,2,0,0,1,0,0,13,0,19,0,0,3,0,1,0,1,0,0,12,0,0,0,1,0,1,0,0,0,0,0,0,0,1,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,3,1,0,0,0,0,3,0,0,1,1,2,5,4,1,1,0,2,0,0,0,1,2,2,2,2,2,6,1,0,0,1,2,1,0,0,0,2,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,2,3,3,0,2,0,1,0,4,0,0,0,3,2,1,1,6,0,3,5,1,1,0,2,0,1,1,2,0,1,1,0,1,1,1,1,2,2,4,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,61,11,24,0,3,3,0,0,0,5,2,8,2,0,0,0,0,0,0,2,0,16,9,2
2022-10,268,195,6,0,0,1,0,1,0,1,1,0,1,4,4,2,0,7,0,1,1,0,0,2,0,0,0,0,5,2,1,0,0,25,0,5,0,15,0,0,5,0,0,3,1,0,0,0,0,1,0,0,2,0,34,0,3,0,0,0,1,2,0,0,27,0,0,0,0,0,0,0,2,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,2,1,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,0,1,0,0,0,0,0,1,2,1,5,0,0,1,2,1,6,1,2,1,0,6,2,1,1,2,5,8,1,0,0,1,2,0,2,0,0,1,1,0,2,2,2,1,3,2,3,0,0,0,0,0,0,3,1,0,0,0,0,1,3,0,0,0,1,0,73,31,17,0,3,3,3,0,0,11,0,4,0,4,0,0,0,0,0,1,0,12,19,0
2022-11,162,155,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,16,0,2,0,0,0,1,0,1,0,1,5,0,0,0,0,19,0,2,0,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,20,0,0,4,0,0,4,1,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,1,0,0,0,3,3,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,2,0,0,3,0,2,4,1,1,1,0,0,4,1,2,0,0,4,1,0,0,2,2,0,1,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,50,27,25,0,0,3,0,0,0,10,0,6,0,0,0,0,0,0,0,0,0,15,9,0
2022-12,225,947,41,0,0,0,1,0,2,4,3,0,7,10,7,7,0,23,1,5,0,0,8,3,0,8,0,0,29,0,3,3,0,14,0,24,5,16,0,1,34,2,0,6,5,1,5,0,1,4,3,0,15,2,26,0,2,15,7,1,7,5,0,0,25,0,0,0,2,0,4,3,9,0,3,0,1,3,11,2,14,1,2,2,0,0,3,6,0,1,0,0,0,0,0,1,0,0,1,1,0,13,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,3,4,2,0,3,1,1,2,1,0,2,0,0,0,1,3,3,2,6,1,0,2,1,1,2,1,6,4,3,1,3,5,4,0,1,2,1,1,0,0,0,3,4,4,1,1,2,2,6,3,5,0,0,0,2,5,2,3,1,4,0,0,0,6,0,9,2,1,2,4,0,0,0,4,3,5,9,0,1,0,3,5,1,3,1,0,3,1,0,1,2,3,7,2,4,6,0,0,1,2,0,0,0,2,0,2,0,7,1,7,3,1,3,0,0,97,129,58,0,61,24,2,0,1,9,0,10,0,1,0,0,0,0,0,3,2,10,7,0
2023-01,178,184,1,0,0,2,0,0,0,1,0,0,2,5,0,1,1,9,1,0,0,0,2,1,0,2,0,2,4,0,0,0,0,1,0,6,0,5,0,0,2,0,0,1,0,0,4,0,0,1,2,1,1,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0,2,0,1,0,1,0,0,0,0,0,2,3,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,1,2,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,2,0,0,0,1,2,1,2,1,4,0,0,0,1,0,3,0,0,0,1,0,1,0,2,1,0,4,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,50,13,24,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,6,8,0
2023-02,175,170,4,0,0,0,1,0,0,0,0,0,3,1,0,3,0,5,0,0,0,0,1,4,0,0,0,0,27,0,1,1,0,0,0,1,1,3,0,0,1,0,0,0,3,0,0,0,1,4,1,0,1,0,1,0,1,4,0,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,3,3,3,6,3,3,4,0,0,0,2,0,2,3,0,1,0,0,2,2,1,0,0,0,0,2,0,0,0,1,0,1,2,0,0,3,0,0,0,0,0,1,2,1,1,2,2,0,1,1,2,0,0,0,0,1,1,1,1,3,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,45,6,26,0,0,2,1,0,0,1,0,2,0,1,0,0,1,0,1,2,0,9,18,0
