month,created_issues,closed_issues,Epic,complexity: high,complexity: moderate,complexity: simple,dependencies,domain: ARC,domain: administration,domain: api,domain: architecture,domain: auth,domain: buffers,domain: ci,domain: cli,domain: codecs,domain: compression,domain: config,domain: core,domain: data model,domain: delivery,domain: deployment,domain: deps,domain: dev,domain: durability,domain: enriching,domain: enrichment_tables,domain: enterprise,domain: external docs,domain: filtering,domain: healthchecks,domain: internal docs,domain: log_namespace,domain: logs,domain: memory,domain: metrics,domain: networking,domain: observability,domain: opentelemetry,domain: parsing,domain: performance,domain: platforms,domain: privacy,domain: processing,domain: releasing,domain: reliability,domain: reload,domain: rfc,domain: schemas,domain: security,domain: setup,domain: shutdown,domain: sinks,domain: soak tests,domain: sources,domain: startup,domain: templating,domain: tests,domain: topology,domain: traces,domain: transforms,domain: unit tests,domain: validation,domain: vdev,domain: vrl,domain: website,enrichment_table: csv,enrichment_table: geoip,good first issue,hacktoberfest,have: must,have: nice,have: should,meta: awaiting author,meta: blocked,meta: breaking change,meta: confirmed,meta: feedback,meta: idea,meta: regression,needs: approval,needs: docs,needs: investigation,needs: more demand,needs: more info,needs: outside help,needs: requirements,needs: rfc,needs: tests,platform: amazon-linux,platform: apt,platform: arm,platform: arm64,platform: centos,platform: debian,platform: docker,platform: dpkg,platform: freebsd,platform: helm,platform: heroku,platform: homebrew,platform: kubernetes,platform: macos,platform: nix,platform: nixos,platform: raspbian,platform: rhel,platform: rpm,platform: ubuntu,platform: windows,platform: x86_64,provider: aws,provider: azure,provider: datadog,provider: elastic,provider: gcp,provider: grafana,provider: heroku,provider: honeycomb,provider: humio,provider: influxdata,provider: new relic,provider: papertrail,provider: sematext,provider: splunk,sink: amqp,sink: appsignal,sink: aws_cloudwatch_logs,sink: aws_cloudwatch_metrics,sink: aws_kinesis_firehose,sink: aws_kinesis_streams,sink: aws_s3,sink: aws_sqs,sink: axiom,sink: azure_blob,sink: azure_monitor_logs,sink: blackhole,sink: clickhouse,sink: console,sink: databend,sink: datadog_archives,sink: datadog_events,sink: datadog_logs,sink: datadog_metrics,sink: datadog_traces,sink: elasticsearch,sink: file,sink: gcp_chronicle,sink: gcp_cloud_storage,sink: gcp_pubsub,sink: gcp_stackdriver_logs,sink: gcp_stackdriver_metrics,sink: honeycomb,sink: http,sink: humio_logs,sink: humio_metrics,sink: influxdb_logs,sink: influxdb_metrics,sink: kafka,sink: loki,sink: mqtt,sink: nats,sink: new,sink: new_relic,sink: new_relic_logs,sink: opentelemetry,sink: papertrail,sink: postgres,sink: prometheus_exporter,sink: prometheus_remote_write,sink: pulsar,sink: redis,sink: sematext_logs,sink: sematext_metrics,sink: socket,sink: splunk_hec,sink: statsd,sink: vector,sink: webhdfs,sink: websocket,source: amqp,source: apache_metrics,source: aws_ecs_metrics,source: aws_kinesis_firehose,source: aws_s3,source: aws_sqs,source: datadog_agent,source: datadog_logs,source: demo_logs,source: dnstap,source: docker_logs,source: exec,source: file,source: fluent,source: gcp_pubsub,source: heroku_logs,source: host_metrics,source: http_client,source: http_server,source: internal_logs,source: internal_metrics,source: journald,source: kafka,source: kubernetes_logs,source: logstash,source: mongodb_metrics,source: mqtt,source: nats,source: new,source: nginx_metrics,source: opentelemetry,source: postgresql_metrics,source: prometheus_pushgateway,source: prometheus_remote_write,source: prometheus_scrape,source: pulsar,source: redis,source: socket,source: splunk_hec,source: statsd,source: stdin,source: syslog,source: vector,source: websocket,source: windows_event_log,transform: aggregate,transform: aws_ec2_metadata,transform: dedupe,transform: exclusive_route,transform: filter,transform: log_to_metric,transform: lua,transform: metric_to_log,transform: new,transform: pipelines,transform: reduce,transform: remap,transform: route,transform: sample,transform: tag_cardinality_limit,transform: throttle,type: announcement,type: bug,type: enhancement,type: feature,type: help,type: task,type: tech debt,vrl: compiler,vrl: diagnostic,vrl: parser,vrl: playground,vrl: repl,vrl: stdlib,vrl: syntax,vrl: typedef,website: blog,website: css,website: highlights,website: javascript,website: search,website: template,website:aesthetics-only,Bug,Feature,Task
2019-07,192,85,0,0,0,0,0,0,0,0,0,0,3,0,4,1,0,8,0,13,0,0,0,0,0,0,0,0,1,0,1,0,0,6,0,11,1,5,0,0,0,0,0,3,0,1,0,0,0,1,0,0,3,0,3,0,0,6,3,0,2,0,0,0,0,0,0,0,16,0,1,0,3,0,1,0,0,0,0,0,13,0,0,1,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,1,16,41,18,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4
2019-08,172,120,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,5,0,9,0,0,0,1,0,0,0,0,4,0,0,0,0,5,0,8,2,5,0,0,0,1,0,1,0,2,0,0,0,1,1,0,2,0,2,0,0,12,0,0,1,0,0,0,0,0,0,0,11,0,0,1,5,0,1,0,0,1,5,0,10,1,0,2,0,2,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,4,5,0,0,0,0,0,1,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,12,48,12,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
2019-09,156,91,0,0,0,0,0,0,1,0,0,0,1,1,3,0,0,6,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,0,6,0,0,0,2,0,0,0,1,0,0,0,4,2,0,1,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,9,0,1,3,3,0,0,0,0,0,7,0,11,0,0,1,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,28,26,16,9,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5
2019-10,282,99,1,0,0,0,0,0,3,0,0,0,0,2,3,0,0,16,0,3,0,0,0,1,0,0,0,0,4,0,0,1,0,4,0,3,1,12,0,1,0,1,0,2,6,0,0,0,0,7,4,0,3,0,2,0,0,5,6,0,1,0,0,0,0,0,0,0,14,0,0,2,10,0,0,0,0,1,8,2,20,0,0,5,0,1,10,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,2,5,0,0,0,0,0,1,0,0,0,0,0,4,0,6,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,60,14,5,23,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8
2019-11,185,84,0,0,0,0,0,0,0,0,0,1,2,3,5,0,0,12,0,8,0,0,0,2,0,1,0,0,1,0,0,0,0,3,0,5,1,4,0,1,0,1,0,1,2,0,0,0,0,0,1,0,2,0,1,0,0,9,2,0,2,0,0,0,0,0,0,0,11,0,0,2,6,0,1,0,0,0,6,0,9,2,0,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,8,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,26,13,6,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,0
2019-12,329,125,0,0,0,0,0,0,0,0,0,0,3,4,4,2,0,16,0,17,0,0,0,1,0,1,0,0,2,0,0,0,0,16,0,10,6,4,0,2,2,0,0,2,1,0,0,0,0,5,2,0,11,0,2,0,2,6,4,0,6,0,0,0,0,0,0,0,14,0,1,4,14,0,3,0,0,4,7,0,25,2,1,4,0,2,19,1,0,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,5,0,0,0,0,0,1,0,0,0,0,0,5,0,2,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,17,47,19,6,27,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,5
2020-01,322,130,0,0,0,0,0,0,0,0,0,1,5,4,0,0,0,9,0,17,0,0,0,0,0,1,0,0,6,0,0,0,0,13,0,6,5,3,0,3,2,1,0,2,6,1,0,0,0,7,1,0,10,0,4,0,0,15,1,0,4,0,0,0,1,0,0,0,19,0,1,7,8,0,2,0,0,1,8,1,23,0,0,2,0,1,14,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,3,3,4,0,0,0,0,0,2,0,0,0,0,0,1,0,3,1,0,1,1,0,0,0,2,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,2,1,0,1,4,0,0,0,1,0,0,0,3,2,0,1,0,0,0,0,1,0,0,0,16,36,14,6,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,18
2020-02,471,196,0,0,0,0,0,0,0,0,0,0,1,7,14,1,0,33,0,12,0,0,0,1,0,1,0,0,5,1,1,0,0,8,0,4,10,16,0,0,8,0,0,3,5,3,1,0,0,8,2,0,6,0,4,0,5,22,4,0,13,0,0,0,1,0,0,0,32,0,2,8,16,0,2,0,0,10,15,0,36,1,0,7,0,1,24,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,2,2,7,0,0,0,0,0,4,0,0,0,0,0,2,0,4,1,0,0,1,0,0,0,2,0,0,0,0,9,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,3,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,1,0,0,0,1,0,0,0,0,7,0,1,0,0,0,0,2,0,0,0,25,85,20,3,42,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,18
2020-03,381,193,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,17,0,14,0,0,0,1,0,0,0,0,4,0,0,0,0,7,0,8,17,12,0,2,9,0,0,3,2,4,1,0,0,12,3,0,14,0,5,0,2,16,5,0,4,0,0,0,4,0,0,0,7,0,4,8,17,0,2,0,0,24,9,4,25,0,0,5,0,0,17,6,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,2,1,0,0,0,0,1,0,5,7,0,1,1,0,0,0,3,3,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,1,0,1,2,0,0,0,0,0,0,1,0,9,0,0,0,0,1,1,1,1,0,0,16,77,16,3,36,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2020-04,558,225,0,0,0,0,0,0,0,0,0,1,1,5,4,0,1,14,0,17,0,0,1,2,0,5,0,0,14,0,0,0,0,15,0,7,13,8,0,4,11,0,1,3,3,2,0,0,2,15,0,0,22,0,7,0,1,14,5,0,7,0,0,0,2,0,0,0,8,0,27,19,37,0,2,1,0,9,14,1,42,0,0,8,0,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,0,0,5,0,0,0,0,0,0,1,0,0,0,0,8,2,2,5,1,0,0,0,0,0,1,0,0,0,0,3,7,0,7,0,0,8,4,4,0,0,1,1,0,0,2,5,0,0,0,2,0,0,0,1,0,0,0,4,0,0,0,6,6,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,2,0,0,0,3,0,0,3,0,21,0,0,0,0,0,1,0,0,0,0,55,69,12,26,54,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,4
2020-05,275,133,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,4,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,5,6,5,0,0,6,0,0,0,2,0,0,0,0,4,0,0,13,0,1,0,0,9,14,0,2,0,0,0,0,0,0,0,3,0,10,3,17,0,3,0,0,8,5,0,15,0,0,2,0,0,7,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,5,0,0,0,0,0,2,0,0,0,0,2,5,0,6,0,0,1,2,3,0,2,6,4,0,0,1,4,6,0,0,1,0,0,0,1,0,1,0,2,0,2,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,4,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,4,2,1,1,5,2,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,41,23,1,27,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
2020-06,269,137,0,0,0,0,0,0,0,0,0,1,0,4,1,1,0,7,0,9,0,0,0,0,0,1,0,0,5,0,0,0,0,11,0,1,8,6,0,0,5,3,0,0,4,0,0,0,0,2,0,0,9,0,1,0,0,8,5,0,4,0,0,0,0,0,0,0,1,0,15,7,14,0,0,1,0,4,9,0,19,0,0,2,0,0,6,5,0,0,0,0,1,1,1,3,1,0,0,0,1,3,1,1,1,1,1,1,1,3,1,4,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,11,1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,2,0,4,1,0,0,2,1,0,0,1,5,0,0,3,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,5,0,4,0,1,0,0,0,1,0,0,0,0,47,21,4,11,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4
2020-07,524,285,0,0,0,0,0,0,1,0,0,0,6,10,5,0,1,14,0,6,0,0,2,2,0,1,0,0,8,1,0,1,0,5,0,8,6,34,0,6,5,6,0,2,10,1,0,0,0,5,3,0,8,0,10,0,0,20,18,0,8,0,0,0,1,0,0,0,4,0,13,11,48,0,9,4,0,3,15,0,20,0,0,2,0,1,7,4,0,0,0,0,1,1,1,6,1,0,1,0,1,8,1,1,1,1,1,1,1,6,1,1,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,2,3,9,0,0,0,0,0,2,0,0,0,0,0,1,0,3,3,0,5,3,3,0,0,2,5,0,0,0,5,5,0,0,1,0,0,0,0,0,2,0,5,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,2,0,0,5,6,0,0,0,0,0,1,0,0,0,0,0,6,0,0,5,2,1,4,5,2,0,0,0,1,0,0,0,0,2,0,0,0,6,0,1,0,0,0,0,62,61,14,26,66,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,3
2020-08,508,428,1,0,0,0,0,0,3,0,1,2,2,13,2,5,1,12,0,13,0,0,0,3,0,3,0,0,14,1,2,4,0,10,0,28,22,69,0,3,10,1,0,15,15,0,2,0,1,0,8,2,8,0,12,0,1,17,7,0,8,0,0,0,7,0,0,0,2,0,17,5,31,0,5,0,0,11,15,0,24,3,0,6,0,0,9,7,0,0,0,0,0,0,1,6,0,0,0,0,0,14,2,0,0,0,0,1,1,2,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,2,2,3,0,0,0,0,0,1,1,0,0,0,2,3,0,7,5,0,1,0,0,0,0,4,5,0,0,1,4,1,0,0,2,0,0,0,3,0,2,0,0,0,0,0,7,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,13,0,0,1,0,0,2,0,0,2,1,2,0,0,0,0,4,0,0,0,0,0,4,0,0,6,1,2,2,4,1,0,0,0,1,1,0,1,0,3,0,0,0,0,0,1,2,2,0,0,55,156,14,11,46,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5
2020-09,791,428,54,0,0,0,0,1,9,0,2,1,3,11,6,5,0,27,0,13,0,0,0,7,0,1,0,0,19,0,2,4,0,16,0,35,23,21,0,6,12,1,0,51,8,1,5,0,0,7,11,0,14,0,16,0,3,28,4,2,9,0,0,0,68,0,0,0,4,0,16,6,31,0,2,0,0,7,7,6,27,1,0,5,0,1,5,8,2,0,0,0,0,2,4,6,0,0,1,1,0,37,1,0,0,0,0,2,2,0,0,4,0,3,2,1,0,0,0,0,0,0,0,0,1,0,0,2,2,2,2,5,0,0,0,0,1,0,0,0,0,0,5,2,0,4,0,0,3,0,0,0,2,1,1,0,0,1,2,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,7,3,14,0,0,0,0,13,0,0,0,0,0,3,0,0,1,0,0,2,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,45,4,0,0,0,0,99,83,101,2,49,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,0
2020-10,579,406,2,0,0,0,0,0,9,1,3,2,1,18,5,1,0,12,0,6,0,0,2,1,0,2,0,0,22,0,3,4,0,7,0,14,9,34,0,3,10,1,1,13,5,0,0,0,0,5,4,0,12,0,12,0,0,15,2,0,6,0,0,0,55,0,0,0,5,0,16,9,32,0,1,0,0,3,5,0,25,0,0,1,0,1,7,1,0,1,0,0,0,0,5,1,0,0,0,2,0,32,0,0,0,0,0,3,0,5,0,9,5,1,2,1,0,3,1,1,0,0,0,1,2,0,0,1,1,1,1,5,0,0,0,2,2,0,0,0,0,0,4,3,0,1,2,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,1,0,2,0,0,0,9,0,1,0,0,0,6,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,6,0,0,4,0,0,1,0,0,6,0,7,0,1,0,0,6,0,0,0,0,0,2,0,0,4,0,2,0,4,0,0,0,0,2,0,0,1,1,3,0,1,0,9,33,4,1,0,0,0,81,96,78,4,62,12,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,8,34,14
2020-11,572,442,5,0,0,0,0,0,8,7,1,1,3,6,4,2,0,32,0,3,0,0,1,2,0,2,0,0,25,1,1,1,0,1,0,14,10,56,0,4,7,0,0,7,1,3,4,0,4,4,9,0,9,0,7,3,2,15,10,0,4,0,0,0,30,0,0,0,9,0,20,4,44,0,7,0,0,3,11,0,26,0,0,4,0,1,8,4,0,0,0,0,0,0,0,4,0,0,3,0,0,37,0,0,0,0,0,0,0,3,0,4,1,2,1,2,0,0,1,2,2,1,1,2,1,0,0,1,2,1,1,4,0,0,0,1,3,3,1,0,0,0,2,1,0,7,3,0,1,4,2,0,1,1,1,3,1,2,3,5,0,0,0,0,1,0,1,0,8,0,1,0,1,1,5,1,2,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,17,0,0,0,3,0,4,0,1,3,6,8,0,0,0,0,2,0,0,0,0,0,6,0,0,2,2,1,0,6,1,0,0,0,3,0,0,0,0,0,0,1,0,4,10,0,3,0,0,0,53,168,33,1,58,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,32,11
2020-12,536,393,2,0,0,0,0,0,1,7,0,1,6,12,4,1,2,9,0,3,0,0,2,0,0,1,0,0,29,3,3,2,0,7,0,14,10,10,0,27,17,3,0,4,14,0,2,0,1,9,5,1,8,0,6,2,0,10,3,0,6,1,0,0,93,0,0,0,2,0,16,5,13,0,7,0,0,1,12,0,21,2,0,1,0,1,6,4,0,0,0,0,0,0,3,6,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,2,2,1,1,7,2,0,0,1,0,1,0,0,0,7,0,1,0,0,0,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,1,2,0,4,0,2,2,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,2,0,1,1,0,0,1,13,1,1,0,0,0,85,126,53,4,65,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,18,13
2021-01,534,439,2,0,0,0,0,0,1,15,1,4,3,4,2,4,1,22,0,8,0,0,6,0,0,3,0,0,28,0,0,2,0,1,0,19,2,15,0,6,25,0,0,5,4,0,0,0,1,4,4,0,6,0,6,0,4,12,6,0,3,1,0,0,126,0,0,0,2,0,10,2,12,0,4,0,0,3,7,0,22,0,1,4,0,0,12,5,0,0,0,0,0,0,0,3,0,0,0,0,0,31,0,0,0,0,0,0,0,1,0,5,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,2,4,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,6,3,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,11,0,0,0,3,0,1,1,4,2,2,4,0,0,0,0,1,0,0,1,0,0,3,0,0,1,2,0,0,2,2,0,0,0,0,0,0,1,0,3,0,0,0,2,7,3,2,0,0,0,101,131,41,4,79,20,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0,5,7,11
2021-02,314,337,21,0,0,0,0,0,2,6,2,0,1,4,3,1,0,2,0,5,0,0,2,0,0,1,0,0,18,0,1,6,0,4,0,24,0,11,0,3,23,0,0,5,1,1,1,0,1,1,3,0,11,0,6,1,1,6,2,0,4,0,0,0,77,0,0,0,2,0,8,3,12,0,2,0,0,3,0,0,9,0,0,1,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,1,1,0,0,0,0,0,2,5,1,0,0,0,0,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,8,0,0,0,1,0,0,0,4,1,0,1,0,0,0,0,3,0,0,1,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,1,6,2,0,0,0,0,67,107,18,2,45,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5
2021-03,399,221,11,0,0,0,0,0,0,4,0,0,2,3,2,4,0,10,0,1,0,0,2,0,0,1,0,0,30,1,0,1,0,3,0,1,4,11,0,2,14,1,0,1,6,0,2,0,1,2,4,1,4,0,4,0,1,2,1,0,0,0,0,0,65,0,0,0,3,0,13,2,5,0,1,0,0,1,0,0,6,3,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,2,0,3,2,2,0,1,0,0,0,0,0,0,0,0,0,6,2,0,0,2,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,3,4,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,2,0,5,0,0,2,4,0,2,0,0,1,3,11,0,0,0,0,1,0,0,0,0,1,3,0,0,1,2,0,0,1,2,0,0,0,0,0,0,4,1,4,0,0,0,0,24,5,1,0,0,0,100,88,12,0,36,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,4,7
2021-04,253,181,7,0,0,0,0,0,1,5,2,0,3,2,3,3,1,1,0,10,0,0,4,0,0,1,0,0,11,0,0,0,0,0,0,2,0,8,0,4,15,0,0,3,4,0,1,0,0,4,1,0,4,0,5,0,0,2,0,0,0,2,0,0,34,0,0,0,1,0,3,0,1,0,2,0,0,0,3,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,1,1,1,0,0,6,0,0,1,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,3,0,3,0,0,0,1,0,2,0,1,0,5,9,0,0,0,0,3,0,0,0,0,0,2,0,0,1,4,0,0,0,1,0,0,0,3,0,0,1,0,2,0,1,0,0,8,0,0,0,0,0,75,57,15,0,16,5,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,6,0,5
